Reg No,Name,Year,Semester,Email,CGPA,Password
231FA0762,Student_762,2,2,student762@college.edu,8.5906,DCDWluD4
231FA0763,Student_763,1,2,student763@college.edu,9.7776,5hHSmMtJ
231FA0764,Student_764,2,2,student764@college.edu,5.0912,tAVDH0rL
231FA0765,Student_765,1,1,student765@college.edu,5.9789,EcHsjf6m
231FA0766,Student_766,3,2,student766@college.edu,5.0378,utxDu2u3
231FA0767,Student_767,1,1,student767@college.edu,8.2374,vlyv6JoA
231FA0768,Student_768,4,1,student768@college.edu,9.4902,LiRNFxFg
231FA0769,Student_769,4,1,student769@college.edu,6.2174,yfDNsX0z
231FA0770,Student_770,1,1,student770@college.edu,9.6352,NpCVenQY
231FA0771,Student_771,1,1,student771@college.edu,5.3013,8v07HsaL
231FA0772,Student_772,1,2,student772@college.edu,9.6722,6E5U0mYB
231FA0773,Student_773,1,2,student773@college.edu,6.7581,HBU2KZu2
231FA0774,Student_774,4,1,student774@college.edu,5.5071,TOjf4tvT
231FA0775,Student_775,2,1,student775@college.edu,7.4294,763V9Z2M
231FA0776,Student_776,1,1,student776@college.edu,6.2839,UAiMPT3B
231FA0777,Student_777,1,2,student777@college.edu,6.4244,nIspFQxa
231FA0778,Student_778,4,2,student778@college.edu,6.5364,FsbByF8F
231FA0779,Student_779,4,1,student779@college.edu,9.0151,d3RCnLxC
231FA0780,Student_780,3,2,student780@college.edu,7.6958,GHSqBxx1
231FA0781,Student_781,1,1,student781@college.edu,6.5565,a8impWIw
231FA0782,Student_782,3,1,student782@college.edu,8.0517,s53DQwME
231FA0783,Student_783,4,2,student783@college.edu,8.5808,5iq89bKi
231FA0784,Student_784,4,1,student784@college.edu,6.3631,7qVdLtEQ
231FA0785,Student_785,2,2,student785@college.edu,7.0677,XRBmpNy0
231FA0786,Student_786,1,1,student786@college.edu,5.6094,87inhvwp
231FA0787,Student_787,3,1,student787@college.edu,5.9057,Ks2EcqrV
231FA0788,Student_788,4,1,student788@college.edu,8.4056,kvd4m5qk
231FA0789,Student_789,4,1,student789@college.edu,5.9072,aOSg9EXI
231FA0790,Student_790,3,1,student790@college.edu,7.6258,mfXoAXlN
231FA0791,Student_791,2,2,student791@college.edu,8.5452,rL2Swg8F
231FA0792,Student_792,4,2,student792@college.edu,5.5344,ppYakcQ9
231FA0793,Student_793,1,1,student793@college.edu,7.8366,6IstT8xH
231FA0794,Student_794,4,1,student794@college.edu,6.2828,TMJIPS3Q
231FA0795,Student_795,1,2,student795@college.edu,9.8146,BBTybcpb
231FA0796,Student_796,3,1,student796@college.edu,7.4177,hFKQfExs
231FA0797,Student_797,1,1,student797@college.edu,9.03,4YukaWRM
231FA0798,Student_798,3,1,student798@college.edu,7.7511,sNaEZ0zU
231FA0799,Student_799,1,2,student799@college.edu,5.2171,WtfkIfIF
231FA0800,Student_800,3,2,student800@college.edu,8.1658,eT2FvF6p
231FA0801,Student_801,1,1,student801@college.edu,9.757,OSLpbknX
231FA0802,Student_802,2,1,student802@college.edu,8.0081,Mn9KyRtb
231FA0803,Student_803,1,1,student803@college.edu,9.0959,WWs1sQ2h
231FA0804,Student_804,1,2,student804@college.edu,9.421,InSjqXbv
231FA0805,Student_805,2,2,student805@college.edu,6.1404,SPM9JvRO
231FA0806,Student_806,4,2,student806@college.edu,6.0602,ARmbnKPN
231FA0807,Student_807,4,2,student807@college.edu,8.0549,W51kgmI5
231FA0808,Student_808,1,2,student808@college.edu,7.0551,c9PzOapt
231FA0809,Student_809,2,2,student809@college.edu,9.1993,VKSYcb8F
231FA0810,Student_810,1,1,student810@college.edu,9.5001,ZWNBS0jR
231FA0811,Student_811,3,1,student811@college.edu,6.7671,ojmSt4VC
231FA0812,Student_812,3,2,student812@college.edu,6.1844,BxqyxORK
231FA0813,Student_813,1,2,student813@college.edu,8.9026,V6gjCn1Z
231FA0814,Student_814,4,1,student814@college.edu,6.374,AzdNlbut
231FA0815,Student_815,4,2,student815@college.edu,9.1131,FbgCQnkZ
231FA0816,Student_816,1,2,student816@college.edu,7.1187,ZXVYiEZf
231FA0817,Student_817,1,2,student817@college.edu,8.3377,5RzIqq2k
231FA0818,Student_818,3,2,student818@college.edu,5.4777,FLU9YkIB
231FA0819,Student_819,4,1,student819@college.edu,8.1193,PQU5OPUI
231FA0820,Student_820,1,1,student820@college.edu,7.2588,aSkVd7OB
231FA0821,Student_821,3,1,student821@college.edu,7.933,ByKyggN6
231FA0822,Student_822,4,1,student822@college.edu,5.8401,R7IKSY9M
231FA0823,Student_823,2,1,student823@college.edu,8.6844,b43pZJAH
231FA0824,Student_824,3,1,student824@college.edu,9.314,sAWrhjxz
231FA0825,Student_825,4,2,student825@college.edu,6.0837,96qtCvJ2
231FA0826,Student_826,4,1,student826@college.edu,5.4786,kn9YWnqj
231FA0827,Student_827,3,2,student827@college.edu,5.1182,3tvXGNfT
231FA0828,Student_828,2,2,student828@college.edu,8.2099,yInJaKRT
231FA0829,Student_829,3,2,student829@college.edu,8.0355,zpTdrRMc
231FA0830,Student_830,4,1,student830@college.edu,7.7335,ulW0ob4q
231FA0831,Student_831,1,2,student831@college.edu,6.1597,JyeTpR3z
231FA0832,Student_832,1,1,student832@college.edu,6.9545,4pCmbYAa
231FA0833,Student_833,3,2,student833@college.edu,7.9724,kCN6GUdb
231FA0834,Student_834,4,2,student834@college.edu,7.4838,dEiuhN1L
231FA0835,Student_835,1,2,student835@college.edu,9.9389,GjxZ70pT
231FA0836,Student_836,4,2,student836@college.edu,5.6822,D9LnGQS6
231FA0837,Student_837,3,1,student837@college.edu,8.4757,GmadqMbn
231FA0838,Student_838,1,1,student838@college.edu,7.0216,wTAtwz1u
231FA0839,Student_839,4,1,student839@college.edu,7.141,ijEbrDkQ
231FA0840,Student_840,1,2,student840@college.edu,8.588,qPnL1JyQ
231FA0841,Student_841,3,2,student841@college.edu,8.4622,pz99MCLD
231FA0842,Student_842,4,1,student842@college.edu,9.9563,JFXSBKDv
231FA0843,Student_843,1,2,student843@college.edu,5.642,aUmNxExl
231FA0844,Student_844,3,2,student844@college.edu,5.5205,MptzoxGZ
231FA0845,Student_845,1,2,student845@college.edu,8.6217,YiwT0mbA
231FA0846,Student_846,1,2,student846@college.edu,7.8919,UoCHB3C8
231FA0847,Student_847,2,2,student847@college.edu,6.3708,lsJ9sySX
231FA0848,Student_848,2,1,student848@college.edu,5.3971,ehkXyEJT
231FA0849,Student_849,3,2,student849@college.edu,5.4283,lDFfSLh5
231FA0850,Student_850,2,2,student850@college.edu,9.471,kUJIEGmG
231FA0851,Student_851,3,1,student851@college.edu,5.9593,0OYufkkq
231FA0852,Student_852,2,2,student852@college.edu,6.6169,vvrHU2If
231FA0853,Student_853,1,2,student853@college.edu,6.1333,ht8VAmDB
231FA0854,Student_854,3,2,student854@college.edu,6.775,0vLQ0ohp
231FA0855,Student_855,3,1,student855@college.edu,5.3471,ZQ7SDTmS
231FA0856,Student_856,1,2,student856@college.edu,7.5953,OnWXzlBU
231FA0857,Student_857,3,2,student857@college.edu,5.3381,V6ROOs6P
231FA0858,Student_858,3,2,student858@college.edu,9.0018,m1oHr3EB
231FA0859,Student_859,2,2,student859@college.edu,6.1686,3wcFBgGA
231FA0860,Student_860,3,1,student860@college.edu,7.7001,0DZcTb3A
231FA0861,Student_861,4,2,student861@college.edu,9.4004,UsvxoWXt
231FA0862,Student_862,1,2,student862@college.edu,8.2544,XEmbeNFD
231FA0863,Student_863,2,2,student863@college.edu,7.6648,mjR7EkiA
231FA0864,Student_864,2,1,student864@college.edu,6.6217,ZUfnf4Zt
231FA0865,Student_865,4,2,student865@college.edu,6.665,sdYbpYXr
231FA0866,Student_866,1,1,student866@college.edu,8.3474,Bbr26E2z
231FA0867,Student_867,1,2,student867@college.edu,9.9707,kxdY12H7
231FA0868,Student_868,2,2,student868@college.edu,8.3092,OjAhmf2Y
231FA0869,Student_869,3,2,student869@college.edu,7.7889,n4dC2DUV
231FA0870,Student_870,2,1,student870@college.edu,8.6533,8xf4clct
231FA0871,Student_871,1,2,student871@college.edu,7.326,HWekaFpO
231FA0872,Student_872,4,1,student872@college.edu,5.3007,KqJjHsXk
231FA0873,Student_873,2,2,student873@college.edu,7.8115,EZJqByFz
231FA0874,Student_874,1,2,student874@college.edu,9.7881,EMAe1fpN
231FA0875,Student_875,2,1,student875@college.edu,5.8765,Ek1L8ofn
231FA0876,Student_876,3,1,student876@college.edu,8.45,DiLddq1t
231FA0877,Student_877,2,1,student877@college.edu,6.0047,CPt0wde5
231FA0878,Student_878,2,1,student878@college.edu,7.6791,yyoLs8pH
231FA0879,Student_879,1,2,student879@college.edu,5.4834,Cylko3En
231FA0880,Student_880,1,1,student880@college.edu,7.2519,7PdKQMvG
231FA0881,Student_881,1,2,student881@college.edu,8.7808,5mab3Ppj
231FA0882,Student_882,2,2,student882@college.edu,6.7379,XneFgmdj
231FA0883,Student_883,3,1,student883@college.edu,8.3246,0RP0IMPd
231FA0884,Student_884,4,1,student884@college.edu,8.9772,4FLBHW7R
231FA0885,Student_885,4,2,student885@college.edu,9.6359,HwPjAXgq
231FA0886,Student_886,1,1,student886@college.edu,6.1732,o7HFY2vG
231FA0887,Student_887,1,2,student887@college.edu,6.9966,tbnWQW1D
231FA0888,Student_888,2,2,student888@college.edu,5.7621,DjbydJxG
231FA0889,Student_889,4,1,student889@college.edu,9.9624,AkhhURpb
231FA0890,Student_890,1,1,student890@college.edu,9.635,nddncPdL
231FA0891,Student_891,3,2,student891@college.edu,7.6998,96Gs3GIY
231FA0892,Student_892,3,2,student892@college.edu,9.2102,WGiObpa7
231FA0893,Student_893,1,2,student893@college.edu,7.6048,wcFY2azh
231FA0894,Student_894,1,2,student894@college.edu,8.1179,bxXd3tJM
231FA0895,Student_895,4,1,student895@college.edu,5.4456,Uvnk4e5k
231FA0896,Student_896,4,1,student896@college.edu,8.7764,xuefTbIA
231FA0897,Student_897,2,1,student897@college.edu,5.6386,0EN0NaMR
231FA0898,Student_898,4,1,student898@college.edu,9.1303,fCqNsdjj
231FA0899,Student_899,3,1,student899@college.edu,8.9101,qDSexAwO
231FA0900,Student_900,3,1,student900@college.edu,8.5437,zU3dQKFr
231FA0901,Student_901,1,2,student901@college.edu,5.1808,HpYdf7wl
231FA0902,Student_902,4,1,student902@college.edu,6.5156,V1olkxAx
231FA0903,Student_903,2,1,student903@college.edu,6.3156,g3iRi7rq
231FA0904,Student_904,3,2,student904@college.edu,6.8007,CKjtAEOP
231FA0905,Student_905,3,1,student905@college.edu,5.4382,4MmOJ7dq
231FA0906,Student_906,2,1,student906@college.edu,9.6848,Fr1WOMVo
231FA0907,Student_907,2,2,student907@college.edu,7.769,NhnsSvmA
231FA0908,Student_908,3,1,student908@college.edu,6.5276,M12TRV6S
231FA0909,Student_909,3,1,student909@college.edu,6.9849,Rl1Ifkfc
231FA0910,Student_910,2,1,student910@college.edu,7.236,6SjxCZyu
231FA0911,Student_911,3,1,student911@college.edu,8.003,1U2Hdm9j
231FA0912,Student_912,1,1,student912@college.edu,7.5784,V5Njg5tF
231FA0913,Student_913,1,1,student913@college.edu,9.597,tpz1pYUN
231FA0914,Student_914,2,2,student914@college.edu,7.4848,tdvwRg06
231FA0915,Student_915,4,2,student915@college.edu,9.9608,D5gr3KvJ
231FA0916,Student_916,2,1,student916@college.edu,9.2571,9RhUpTc5
231FA0917,Student_917,2,1,student917@college.edu,6.0426,VVYYvSlD
231FA0918,Student_918,4,1,student918@college.edu,9.653,RPL8hQh5
231FA0919,Student_919,4,1,student919@college.edu,5.5818,S9981TrW
231FA0920,Student_920,4,1,student920@college.edu,9.0872,fKYJrIzm
231FA0921,Student_921,1,1,student921@college.edu,6.9031,WzwdBF2T
231FA0922,Student_922,3,2,student922@college.edu,9.3899,WvjBrS2d
231FA0923,Student_923,1,1,student923@college.edu,9.3403,LLrBStZP
231FA0924,Student_924,3,1,student924@college.edu,9.0296,uQo4zMYx
231FA0925,Student_925,1,2,student925@college.edu,8.9502,Mu3tioGy
231FA0926,Student_926,3,2,student926@college.edu,6.5234,AjZkml8S
231FA0927,Student_927,1,1,student927@college.edu,5.4046,Fu6mUjSb
231FA0928,Student_928,4,1,student928@college.edu,7.0149,UfHwYlqz
231FA0929,Student_929,2,1,student929@college.edu,5.8676,BaQ1CWze
231FA0930,Student_930,1,1,student930@college.edu,8.4748,JUUqkjOb
231FA0931,Student_931,3,1,student931@college.edu,6.7305,GN8xRCUb
231FA0932,Student_932,4,1,student932@college.edu,9.8781,OvQHcCIE
231FA0933,Student_933,1,2,student933@college.edu,8.2049,X8smSxyd
231FA0934,Student_934,1,2,student934@college.edu,9.1124,UDEnp3fk
231FA0935,Student_935,4,2,student935@college.edu,5.6626,BDFLWg3z
231FA0936,Student_936,1,1,student936@college.edu,9.3101,t0RH0bSE
231FA0937,Student_937,2,1,student937@college.edu,9.6138,va83iB9w
231FA0938,Student_938,1,2,student938@college.edu,7.4353,tEgr2Z3i
231FA0939,Student_939,2,1,student939@college.edu,8.0313,4PVVNhG9
231FA0940,Student_940,2,2,student940@college.edu,8.824,u45u5yuP
231FA0941,Student_941,4,1,student941@college.edu,5.8742,dE7ONqzp
231FA0942,Student_942,1,1,student942@college.edu,7.5128,V7jGyZHV
231FA0943,Student_943,4,2,student943@college.edu,6.9933,pj9mqtNS
231FA0944,Student_944,1,2,student944@college.edu,5.7319,W3OjVqTp
231FA0945,Student_945,1,2,student945@college.edu,6.8377,qsOMr4H0
231FA0946,Student_946,3,2,student946@college.edu,5.3409,Hcs3G89k
231FA0947,Student_947,1,1,student947@college.edu,5.1291,taMjlqqv
231FA0948,Student_948,4,2,student948@college.edu,5.6758,6u2Q06Y6
231FA0949,Student_949,2,2,student949@college.edu,9.8156,VD8zmYnD
231FA0950,Student_950,1,2,student950@college.edu,7.7476,Q0jow9GP
231FA0951,Student_951,3,2,student951@college.edu,9.8291,dEOzN33P
231FA0952,Student_952,4,2,student952@college.edu,7.1625,Cl9V3K8A
231FA0953,Student_953,1,2,student953@college.edu,6.5591,31RZCsF7
231FA0954,Student_954,4,1,student954@college.edu,7.5307,o6dObpaE
231FA0955,Student_955,3,1,student955@college.edu,7.1976,AnZYItxb
231FA0956,Student_956,3,2,student956@college.edu,5.5283,vR7bkxlc
231FA0957,Student_957,4,1,student957@college.edu,8.2041,atXv56oW
231FA0958,Student_958,1,2,student958@college.edu,6.0802,MZrIiG4K
231FA0959,Student_959,2,1,student959@college.edu,8.0979,BmP6C4X3
231FA0960,Student_960,3,1,student960@college.edu,8.251,kavoqguR
231FA0961,Student_961,1,2,student961@college.edu,5.7601,Tnpfk3Qd
231FA0962,Student_962,1,2,student962@college.edu,5.3067,KZfjQbSo
231FA0963,Student_963,2,2,student963@college.edu,8.9038,vZQwIGpr
231FA0964,Student_964,3,2,student964@college.edu,7.299,JbatRBwS
231FA0965,Student_965,3,2,student965@college.edu,5.2908,z2CJ32Qk
231FA0966,Student_966,1,1,student966@college.edu,9.9743,IY4OOQqu
231FA0967,Student_967,1,2,student967@college.edu,5.2889,5s1qrxqY
231FA0968,Student_968,2,1,student968@college.edu,8.4752,RUnFJDeN
231FA0969,Student_969,2,2,student969@college.edu,9.9184,wjhQvGrx
231FA0970,Student_970,3,2,student970@college.edu,6.1959,nscOS6ut
231FA0971,Student_971,4,1,student971@college.edu,5.7112,diuLa0i7
231FA0972,Student_972,3,1,student972@college.edu,5.6069,3KsgZJqJ
231FA0973,Student_973,1,1,student973@college.edu,6.5164,MJydvP1b
231FA0974,Student_974,3,1,student974@college.edu,5.5052,j6Rp0npe
231FA0975,Student_975,4,2,student975@college.edu,8.4608,kOJlONpq
231FA0976,Student_976,2,1,student976@college.edu,5.3115,ILosf3f5
231FA0977,Student_977,4,2,student977@college.edu,7.5471,5XNSsiCL
231FA0978,Student_978,4,1,student978@college.edu,9.9835,Myn8WJuk
231FA0979,Student_979,4,2,student979@college.edu,9.0699,bOACGWOr
231FA0980,Student_980,2,2,student980@college.edu,8.0761,V1uWhSbb
231FA0981,Student_981,4,2,student981@college.edu,6.5313,Dgu1rHqb
231FA0982,Student_982,4,1,student982@college.edu,8.1195,bmxdZ5t3
231FA0983,Student_983,4,1,student983@college.edu,7.6352,WQha5n8q
231FA0984,Student_984,1,2,student984@college.edu,7.1304,VMxJY9zU
231FA0985,Student_985,4,1,student985@college.edu,5.6536,cpNBiPgE
231FA0986,Student_986,2,1,student986@college.edu,9.433,cGDTp2YT
231FA0987,Student_987,4,2,student987@college.edu,7.2489,ewpMVCN1
231FA0988,Student_988,4,1,student988@college.edu,5.9731,ce7g4ZLg
231FA0989,Student_989,2,2,student989@college.edu,6.8388,bPL2mJph
231FA0990,Student_990,4,2,student990@college.edu,7.0706,PKF3UG83
231FA0991,Student_991,2,1,student991@college.edu,9.1377,hZncCVOh
231FA0992,Student_992,4,2,student992@college.edu,8.6681,wKlR5dvn
231FA0993,Student_993,2,1,student993@college.edu,8.8465,076b0TTx
231FA0994,Student_994,4,2,student994@college.edu,5.0552,WkEKKqoN
231FA0995,Student_995,4,2,student995@college.edu,7.0808,jgWjwCRj
231FA0996,Student_996,1,2,student996@college.edu,7.4067,OyP5dH0X
231FA0997,Student_997,1,2,student997@college.edu,5.096,iqnT4jx5
231FA0998,Student_998,4,1,student998@college.edu,6.2991,aptcrUFC
231FA0999,Student_999,4,1,student999@college.edu,8.8014,D6HmAikj
231FA1000,Student_1000,3,1,student1000@college.edu,5.6855,gwBx6wx4
231FA1001,Student_1001,2,1,student1001@college.edu,7.6766,voafugYA
231FA1002,Student_1002,3,2,student1002@college.edu,6.076,ULiBmMFn
231FA1003,Student_1003,1,2,student1003@college.edu,5.0606,mxELW5qt
231FA1004,Student_1004,1,2,student1004@college.edu,6.206,wpU3n302
231FA1005,Student_1005,1,1,student1005@college.edu,9.8794,AKiuIZ7V
231FA1006,Student_1006,1,2,student1006@college.edu,9.0077,h6Q121YD
231FA1007,Student_1007,4,1,student1007@college.edu,9.7979,5NOeUOX1
231FA1008,Student_1008,1,2,student1008@college.edu,7.4393,vlWMvKv2
231FA1009,Student_1009,4,1,student1009@college.edu,5.5487,ydrYzxHt
231FA1010,Student_1010,4,1,student1010@college.edu,7.7398,3fO5mRfF
231FA1011,Student_1011,1,1,student1011@college.edu,7.2719,oYhUmjLK
231FA1012,Student_1012,1,2,student1012@college.edu,9.2218,K6aT4Ysp
231FA1013,Student_1013,2,1,student1013@college.edu,5.4904,KP5Na1Hw
231FA1014,Student_1014,3,2,student1014@college.edu,7.4412,VEgFUgwn
231FA1015,Student_1015,1,2,student1015@college.edu,5.7502,JAuV4M9j
231FA1016,Student_1016,2,1,student1016@college.edu,6.6234,vkVxl3Xs
231FA1017,Student_1017,2,2,student1017@college.edu,8.6868,fDDK1Siq
231FA1018,Student_1018,3,2,student1018@college.edu,7.3801,BUcmtWIi
231FA1019,Student_1019,4,2,student1019@college.edu,6.8794,DCLSya2X
231FA1020,Student_1020,1,2,student1020@college.edu,6.9724,JnHJtFpP
231FA1021,Student_1021,3,1,student1021@college.edu,7.2972,IMV4Yv1b
231FA1022,Student_1022,1,1,student1022@college.edu,8.9251,7FVYopRt
231FA1023,Student_1023,2,1,student1023@college.edu,9.4604,uiZ2uzAX
231FA1024,Student_1024,2,1,student1024@college.edu,9.7767,BVh1jOzQ
231FA1025,Student_1025,4,1,student1025@college.edu,8.9345,2B2fzPcP
231FA1026,Student_1026,2,1,student1026@college.edu,6.577,F9gaAYYR
231FA1027,Student_1027,2,2,student1027@college.edu,8.4407,VB91BxLB
231FA1028,Student_1028,3,2,student1028@college.edu,7.188,goUY3JWI
231FA1029,Student_1029,1,1,student1029@college.edu,6.2734,MDy9JNNH
231FA1030,Student_1030,1,2,student1030@college.edu,9.2044,igDUFwzN
231FA1031,Student_1031,3,1,student1031@college.edu,5.1921,golfP487
231FA1032,Student_1032,4,1,student1032@college.edu,9.5088,LDfjWtKx
231FA1033,Student_1033,1,2,student1033@college.edu,7.3074,LsHLP3U9
231FA1034,Student_1034,2,2,student1034@college.edu,8.186,T2c0uOjw
231FA1035,Student_1035,1,1,student1035@college.edu,8.2968,2sLc6Lpp
231FA1036,Student_1036,2,2,student1036@college.edu,9.4756,iDbnN1Mr
231FA1037,Student_1037,4,1,student1037@college.edu,8.1833,jCAfg83u
231FA1038,Student_1038,3,1,student1038@college.edu,8.0697,Na1ATTWc
231FA1039,Student_1039,1,2,student1039@college.edu,5.3333,DLQg7g70
231FA1040,Student_1040,3,2,student1040@college.edu,7.592,tgXe9NpK
231FA1041,Student_1041,1,2,student1041@college.edu,5.7508,2wEar31Y
231FA1042,Student_1042,2,1,student1042@college.edu,8.6872,EozI5MDs
231FA1043,Student_1043,3,2,student1043@college.edu,7.5611,F7alEn1I
231FA1044,Student_1044,1,1,student1044@college.edu,8.4011,RXbF8qHs
231FA1045,Student_1045,2,2,student1045@college.edu,5.2084,6iemSO6p
231FA1046,Student_1046,3,2,student1046@college.edu,5.424,Y1QkSYCY
231FA1047,Student_1047,3,2,student1047@college.edu,8.5816,C7xWu5Eb
231FA1048,Student_1048,1,1,student1048@college.edu,5.3604,3rQuD3L5
231FA1049,Student_1049,1,2,student1049@college.edu,5.3563,2E2GqjD7
231FA1050,Student_1050,1,1,student1050@college.edu,5.0605,HveM5TuN
231FA1051,Student_1051,2,1,student1051@college.edu,9.7825,J8o0AqLz
231FA1052,Student_1052,1,1,student1052@college.edu,8.6875,PnHRoIho
231FA1053,Student_1053,3,1,student1053@college.edu,6.7663,ycvKFxzK
231FA1054,Student_1054,3,1,student1054@college.edu,6.4827,hXTqtlFy
231FA1055,Student_1055,1,1,student1055@college.edu,6.7485,zneeQkrj
231FA1056,Student_1056,1,1,student1056@college.edu,8.8733,Vvsb0oW4
231FA1057,Student_1057,4,2,student1057@college.edu,8.3069,E4ERct4D
231FA1058,Student_1058,3,1,student1058@college.edu,5.926,q3FFx89l
231FA1059,Student_1059,2,2,student1059@college.edu,5.8705,shrFA7bZ
231FA1060,Student_1060,4,1,student1060@college.edu,5.492,jGAIfMxa
231FA1061,Student_1061,1,1,student1061@college.edu,8.3015,K6MVa1ql
231FA1062,Student_1062,1,1,student1062@college.edu,8.8219,PPw4GQyN
231FA1063,Student_1063,3,1,student1063@college.edu,6.3252,FCpDJ0zW
231FA1064,Student_1064,1,1,student1064@college.edu,5.1047,WCVgmbaf
231FA1065,Student_1065,2,1,student1065@college.edu,5.4109,MZBSvLtb
231FA1066,Student_1066,3,2,student1066@college.edu,9.8393,NHjNZFNP
231FA1067,Student_1067,1,2,student1067@college.edu,6.4772,NzXvV8s5
231FA1068,Student_1068,3,2,student1068@college.edu,8.8461,zVwARwQL
231FA1069,Student_1069,1,2,student1069@college.edu,8.1233,89B63FWl
231FA1070,Student_1070,1,1,student1070@college.edu,6.9097,9js4u5De
231FA1071,Student_1071,1,2,student1071@college.edu,6.0284,FG0cCwLY
231FA1072,Student_1072,2,1,student1072@college.edu,5.6069,wCxDgQvC
231FA1073,Student_1073,2,1,student1073@college.edu,8.0751,nJE1dL36
231FA1074,Student_1074,3,2,student1074@college.edu,8.8732,0hC7OoGu
231FA1075,Student_1075,1,2,student1075@college.edu,8.2195,0lluHmK5
231FA1076,Student_1076,1,1,student1076@college.edu,7.6515,P3eVgBBq
231FA1077,Student_1077,2,2,student1077@college.edu,5.2098,oDltWjA1
231FA1078,Student_1078,1,2,student1078@college.edu,9.8424,LTB6LFoS
231FA1079,Student_1079,2,1,student1079@college.edu,8.9936,w2dOXcU2
231FA1080,Student_1080,1,2,student1080@college.edu,6.4641,daMySpg9
231FA1081,Student_1081,3,2,student1081@college.edu,9.8999,OfsMNIaO
231FA1082,Student_1082,1,2,student1082@college.edu,8.0094,0Hs5cpcm
231FA1083,Student_1083,1,2,student1083@college.edu,7.9121,gjJHOQqP
231FA1084,Student_1084,4,2,student1084@college.edu,8.7404,jTFIbGGZ
231FA1085,Student_1085,2,1,student1085@college.edu,9.0588,PfNFGEjk
231FA1086,Student_1086,1,2,student1086@college.edu,8.2824,egmDW0Os
231FA1087,Student_1087,1,1,student1087@college.edu,5.6405,EjXOMDLj
231FA1088,Student_1088,4,2,student1088@college.edu,6.6913,Z8FVBB1S
231FA1089,Student_1089,4,1,student1089@college.edu,9.6404,tNFjcUd7
231FA1090,Student_1090,2,2,student1090@college.edu,6.1231,HZCWmoeb
231FA1091,Student_1091,4,1,student1091@college.edu,6.8608,Rm7YimGH
231FA1092,Student_1092,3,1,student1092@college.edu,7.1604,aCXXS7oK
231FA1093,Student_1093,4,2,student1093@college.edu,7.197,6wgWz9Oi
231FA1094,Student_1094,3,1,student1094@college.edu,8.0647,C8qReeOk
231FA1095,Student_1095,2,2,student1095@college.edu,9.7154,ROxIRnHJ
231FA1096,Student_1096,2,2,student1096@college.edu,6.2035,zAZbzzUR
231FA1097,Student_1097,2,1,student1097@college.edu,5.6075,A0fCxLe7
231FA1098,Student_1098,2,2,student1098@college.edu,5.9874,tofz4vSV
231FA1099,Student_1099,2,2,student1099@college.edu,9.4346,1gE97iZ1
231FA1100,Student_1100,3,1,student1100@college.edu,8.2291,CrmzPFEk
231FA1101,Student_1101,3,1,student1101@college.edu,6.4295,RjxDrBsw
231FA1102,Student_1102,2,2,student1102@college.edu,9.0797,QFcUpBt4
231FA1103,Student_1103,4,2,student1103@college.edu,9.3068,fWQlBiHl
231FA1104,Student_1104,1,1,student1104@college.edu,9.2326,vsvyMl1E
231FA1105,Student_1105,2,1,student1105@college.edu,9.5946,CUE5dt25
231FA1106,Student_1106,4,2,student1106@college.edu,6.2612,iNHwNME6
231FA1107,Student_1107,1,1,student1107@college.edu,8.7752,JR1q5bFx
231FA1108,Student_1108,2,2,student1108@college.edu,7.3027,gBOzwZFC
231FA1109,Student_1109,2,2,student1109@college.edu,9.21,Tad1jA2P
231FA1110,Student_1110,3,1,student1110@college.edu,8.6425,UlyxJUZI
231FA1111,Student_1111,1,2,student1111@college.edu,8.8822,usoWSuwo
231FA1112,Student_1112,1,1,student1112@college.edu,8.2808,6ELXLYRv
231FA1113,Student_1113,4,2,student1113@college.edu,5.8871,iHB3rKr8
231FA1114,Student_1114,3,2,student1114@college.edu,7.7251,8kdQj5PT
231FA1115,Student_1115,3,1,student1115@college.edu,9.9233,fM9eSzgB
231FA1116,Student_1116,3,1,student1116@college.edu,9.6869,SxRXA5Uz
231FA1117,Student_1117,3,1,student1117@college.edu,5.2159,2BQdt6Li
231FA1118,Student_1118,1,2,student1118@college.edu,5.8241,cslqVIkv
231FA1119,Student_1119,1,1,student1119@college.edu,5.6586,aVVwAIOk
231FA1120,Student_1120,2,2,student1120@college.edu,8.6299,9mYDbDSI
231FA1121,Student_1121,2,2,student1121@college.edu,9.0889,TuWUNWb0
231FA1122,Student_1122,3,1,student1122@college.edu,6.0676,IfIH04Ln
231FA1123,Student_1123,3,1,student1123@college.edu,7.5293,oYiiPcyU
231FA1124,Student_1124,3,2,student1124@college.edu,9.2035,uPY6l2Jx
231FA1125,Student_1125,2,1,student1125@college.edu,8.664,8PIHb16F
231FA1126,Student_1126,4,1,student1126@college.edu,7.7112,Aku1pboJ
231FA1127,Student_1127,4,1,student1127@college.edu,7.9517,VBKcrj0q
231FA1128,Student_1128,2,2,student1128@college.edu,7.5418,2UGj8Br6
231FA1129,Student_1129,2,1,student1129@college.edu,6.4877,Jx801hVW
231FA1130,Student_1130,2,1,student1130@college.edu,7.8251,cArDDDuq
231FA1131,Student_1131,2,2,student1131@college.edu,8.4444,c1SVRu3y
231FA1132,Student_1132,2,2,student1132@college.edu,9.3666,QRt2sAcJ
231FA1133,Student_1133,2,1,student1133@college.edu,8.1815,WKTSjLOr
231FA1134,Student_1134,3,2,student1134@college.edu,8.8056,Z6X6j8LN
